文本,分类,情感,编号
李佳琦蹲个日食记葱油面和小梅屋梅饼的反馈还没发货不知道要不要退（之前直播间买的鱼皮有点踩雷）,发货,positive,6927
今天收到之前李佳琦直播间买Mistine眼线笔，再次踩雷说是很细又防水,化妆品质量,negative,6928
李佳琦直播间挺不容易踩雷的，但是这个牙膏，真的不好用！,洗护类质量,negative,6929
大概要用到正常牙膏的两倍量才刷得出足够泡沫，你还没挤完，前面的就已经顺着牙刷流下去了！,洗护类质量,negative,6930
李佳琦直播间大多数还可以，就是小梅屋真的踩雷，太太太难吃了，蜂蜜梅饼和山姆店买的赛味馆78一袋600克完全不是一个档次。,食品质量,negative,6931
李佳琦，葱油拌面终于到了！配上香葱和香菇酱，绝美，第一次直播间下单，没踩雷，很棒,食品质量,positive,6932
这是第一次在佳琦直播间踩雷用完不会回购，我还是乖乖用cpb吧，流动性好，后续上妆不暗沉,化妆品质量,positive,6933
看李佳琦直播新入的orbis隔离清爽型，简直和sofina有异曲同工之妙，这个泛白呀，这个肤感呀，感觉自己就是个在给墙刷大白的粉刷匠啊。,化妆品质量,positive,6934
我永远喜欢李佳琦！,主播支持度,positive,6935
从李佳琦直播间买的东西真的又实惠又好用！,价格,positive,6936
在佳琦直播间目前买的没有一个踩雷的！佳琦选品深得我心。,选品,positive,6937
反正我在李佳琦直播间买到的都划算而且好用不踩雷！,价格,positive,6938
李佳琦呼吁网友退出直播间优质的带货主播本化妆小白买了好多他推荐的产品都不踩雷，真心感谢,化妆品质量,positive,6939
李佳琦预告在李佳琦直播间买了几次东西都好用不踩雷，看完预告觉得今天过后怕是要吃土了,主播信任度,positive,6940
我今天也要赞美一下李佳琦，他直播间买的东西真的好用不踩雷,选品,positive,6941
李佳琦真的是“魔鬼”他推荐的口红颜色都好好看呀，完全不踩雷。,主播专业度,positive,6942
今年买的几只口红都是在佳琦直播间或者他推荐的色号。真的是爱了爱了,选品,positive,6943
我天天在佳琦直播间里花钱无法自拔，关键还真的是从不踩雷怎么拯救我的钱包,选品,positive,6944
从在直播间买了爱敬（我人生中的第一个气垫）开始，就入坑了，就这样一个一个买下去，因为佳琦推荐的永远不不会踩雷,主播信任度,positive,6945
在佳琦直播间只要需要，你就闭着眼睛买买买！,主播信任度,positive,6946
邓超李佳琦直播间疯狂上链接超哥的性格也太有意思了，在李佳琦直播间疯狂上链接,直播间氛围,positive,6947
链接，这个氛围真的是很欢乐，而且中国乒乓的票真的很难抢，瞬间被抢光了李佳琦卖票的时候邓超在撸狗,直播间氛围,positive,6948
好喜欢佳琦，长的好看性格好，业务能力也强,主播品质,positive,6949
李佳琪穿着15万毛衣，拿着VIP票，挺高调的。,主播品质,negative,6950
但是有的网友认为他买了VIP票还插队，是不是有点问题，有点影响自己的名人效应。,主播品质,negative,6951
李佳琪插队什么的，这个可能有点不太行。,主播品质,negative,6952
因为带货直播拥有了很多东西，利用特权插队，对旁边的观感可能没有特别介意。,主播品质,negative,6953
不注意别人的感受，他可能并不特在乎这种草民，所以这点儿是值得批评的。,主播品质,negative,6954
比如舞蹈现在已经是极致了，即使得了心肌炎都坚持所以刚才直播还一直咳嗽。看了直播由衷觉得李佳琦能火真的是有原因的。,主播品质,positive,6955
李佳琦直播间也有注意到一博嗓子不舒服低声咳嗽，给导演一博一起递过两杯水......真的活该人家李佳琦直播红。,主播品质,positive,6956
除去以往也展现出来的活跃直播间氛围，带货能力强以外，这次直播里他的好性格和用心也很棒诶,主播品质,positive,6957
感觉不管是看直播的人还是现场的人都能处于一个轻松愉悦的状态。,直播间氛围,positive,6958
夸人家嘴巴漂亮，全程盯着佳琦看，整场直播氛围特别温暖。,直播间氛围,positive,6959
李佳琦真的是非常有性格，直播风格，真的是太有意思了,主播品质,positive,6960
这确定不是李佳琦演的剧吗真的很喜欢商玉荣这个角色，感觉人物性格很丰满，尤其是见到柳梢的时候感觉好搞笑,主播品质,positive,6961
李佳琦性格真的好啊，想找一个这样的男朋友，顺便把我化妆品全包了,主播品质,positive,6962
李佳琦特别的真实，好就是好，不好就是不好！东西贵就说贵！,主播品质,positive,6963
就很喜欢这样子的性格，不遮遮掩掩,主播品质,positive,6964
还以为李佳琦去了世界杯性格比较倔希望你能包容我的一切好好的爱我然后照顾好我这个小朋友,主播品质,positive,6965
李佳琦的性格很不错，就喜欢看他直播特别搞笑,主播品质,positive,6966
像我这种不可能被pua的性格看李佳琦真的跟看小丑一样便宜难用的国货不知道有什么好买的,主播品质,positive,6967
好喜欢李佳琦果然性格成就命运有趣温柔贴心有分寸这样的人活该赚大钱！,主播品质,positive,6968
真的是那个性格寡淡，不问别人是非，不和别人亲近的我吗？,主播品质,positive,6969
一直没有消费直播间，今天李佳琦又出来，喜欢他的性格说真话，也愿意被他赚钱，我都好久没囤货了,主播品质,positive,6970
不管以后如何，今晚见到你和旺旺，依旧是件开心的事情。,主播支持度,positive,6971
好久不见，李佳琦,主播支持度,positive,6972
佳琦回来了，很感慨。,主播支持度,positive,6973
李佳琦回来了！,主播支持度,positive,6974
李佳琦很欣赏的一段话人与人相处，开始让人舒服的，一定是言语，后来让人舒服的，一定是人品。,主播品质,positive,6975
欣赏一个人，始于颜值，敬于才华，合于性格，久于善良，忠于人品。,主播品质,positive,6976
佳琦，姐就是慢慢的被你吸引的，加油男孩！,主播支持度,positive,6977
李佳琦，美眉们都一致地想你。,主播支持度,positive,6978
我相信佳琦会解决好，谢谢你那么久一直以来的陪伴，我也会同样也会祝福你一切顺利，不管多久大家都会等着你回来！,主播支持度,positive,6979
李佳琦直播佳琦，大家都在等你回来，不管你遇到什么困难或者发生了什么，我们仍然相信你的善良，非常欣赏你,主播支持度,positive,6980
性格直爽，好就是好，不好的就不好会及时指出来。,主播品质,positive,6981
你的挚爱粉李佳琦,主播支持度,positive,6982
李佳琦虽然有了儿子之后就顾不上看了，但是抽空还是会签到，还是很想念，李佳琦真的是性格好，三观正呀,主播品质,positive,6983
感谢有佳琦陪伴的每一天，等待早日回来！,主播支持度,positive,6984
李佳琦的性格真的好好，做他的小助理太幸福了，我也想应聘一个职位,主播品质,positive,6985
就喜欢李佳琦，幽默搞笑的性格很棒，尤其是推荐产品的时候表情太有意思了。,主播品质,positive,6986
李佳琦真的是太适合直播了，她的这个性格我喜欢！,主播品质,positive,6987
李佳琦的性格好好哈哈哈，和旺旺的互动有那么点子油麦。,主播品质,positive,6988
“我比较欣赏李佳琦，他很厉害，在家会看他的直播去学习。”,主播品质,positive,6989
李佳琦直播间，我个人单纯觉得李佳琦性格比较有趣，我看的很轻松，有时能让人哈哈哈大笑，即使不买东西，我没事也会放在一边听听。,直播间氛围,positive,6990
李佳琦佳琦作为同乡，一直都是我们湖南的骄傲啊。,主播支持度,positive,6991
而且我一直很喜欢你的性格，颜值也是在审美上的阳光奶萌款，希望李佳琦永远都是最初那个李佳琦，永不塌房，,主播品质,positive,6992
支持你，佳琦！,主播支持度,positive,6993
这种性格的男生真的很有魅力啊，在他那边被种草了好多东西，都特别好,主播品质,positive,6994
喜欢你直播时的解说方式，那种慢条斯理的感觉像在听高端的护肤课。,主播专业度,positive,6995
喜欢你正义的三观，给我满满的能量。,主播品质,positive,6996
喜欢你和粉丝线上线下的互动，希望有一天会见到你。,主播支持度,positive,6997
喜欢你的还有很多很多，往后会继续喜欢，越来越喜欢。,主播支持度,positive,6998
在佳琦直播间认识了你，被你的笑容，你的三观，你的性格，对弟弟的爱，对粉丝的亲切感深深吸引着越来越喜欢你,主播品质,positive,6999
这种性格真的太好了哈哈！,主播品质,positive,7000
看直播的粉丝都是被商品和李佳琦本人性格所吸引,主播品质,positive,7001
从没踩过雷，佳琦真的好专业哦，什么产品都能介绍的特别清楚详细,主播品质,positive,7002
好喜欢李佳琦的性格，私下默默低调做公益，捐了1000w盖小学，,主播公益事业,positive,7003
佳琦直播人有趣又很会种草,主播品质,positive,7004
佳琦性格也超好，超有趣的一个人。,主播品质,positive,7005
"李佳琦道歉佳琦真的是好有礼貌,性格也好啊",主播品质,positive,7006
李佳琦道歉说实话，这不用李佳琦来道歉，黑就是尬黑，但他还是出面发声了，李佳琦真的性格好赞！,主播品质,positive,7007
今天中午看了忘不了餐厅被李佳琦圈粉了，他好耐心好温柔好会社交啊，这性格可太好了！,主播品质,positive,7008
李佳琦never鼓励自闭症少年李佳琦性格就是比较细心的，也很有正能量，还鼓励自闭症少年勇敢发现爱。,主播品质,positive,7009
佳琦情商挺的真的很高，性格也很好！,主播品质,positive,7010
五条人送李佳琦皮衣太喜欢五条人这性格啦，不仅送书还贴心的送上了皮衣。性格也好真实,主播品质,positive,7011
看佳琦笑的多开心啊！都是酷酷的人，好喜欢他们。,主播支持度,positive,7012
李佳琦真的太太太好看了。,主播支持度,positive,7013
佳琦大大咧咧又很活泼又会找话题说。,主播品质,positive,7014
金靖李佳琦手动消音金婧这性格也太率真了吧，看李佳琦和金婧同框的画面真是笑死我了，好有趣,直播间氛围,positive,7015
李佳琦金靖剪彩哈哈哈哈哈哈哈哈哈哈哈说真的金靖的性格真的挺好,直播间氛围,positive,7016
